,Area,BHK,Bathroom,Alaknanda,Budh Vihar,Chittaranjan Park,Dilshad Garden,Dwarka Sector,Kailash Colony,Lajpat Nagar,Laxmi Nagar,Rohini Sector,Saket,Sarita Vihar,Yamuna Vihar
0,800.0,3,2.0,0,0,0,0,0,0,0,0,1,0,0,0
1,750.0,2,2.0,0,0,0,0,0,0,0,0,1,0,0,0
2,950.0,2,2.0,0,0,0,0,0,0,0,0,1,0,0,0
3,600.0,2,2.0,0,0,0,0,0,0,0,0,1,0,0,0
4,650.0,2,2.0,0,0,0,0,0,0,0,0,1,0,0,0
5,1300.0,4,3.0,0,0,0,0,0,0,0,0,1,0,0,0
6,1350.0,4,3.0,0,0,0,0,0,0,0,0,1,0,0,0
7,650.0,2,2.0,0,0,0,0,0,0,0,0,1,0,0,0
8,985.0,3,3.0,0,0,0,0,0,0,0,0,1,0,0,0
9,1300.0,4,4.0,0,0,0,0,0,0,0,0,1,0,0,0
10,1100.0,3,2.0,0,0,0,0,0,0,0,0,1,0,0,0
11,870.0,3,2.0,0,0,0,0,0,0,0,0,1,0,0,0
12,630.0,2,2.0,0,0,0,0,0,0,0,0,1,0,0,0
13,660.0,2,2.0,0,0,0,0,0,0,0,0,1,0,0,0
14,344.4448,2,2.0,0,0,0,0,0,0,0,0,1,0,0,0
15,660.0,2,2.0,0,0,0,0,0,0,0,0,1,0,0,0
16,550.0,2,2.0,0,0,0,0,0,0,0,0,1,0,0,0
17,1100.0,4,3.0,0,0,0,0,0,0,0,0,1,0,0,0
18,1150.0,3,3.0,0,0,0,0,0,0,0,0,1,0,0,0
19,650.0,2,2.0,0,0,0,0,0,0,0,0,1,0,0,0
20,850.0,2,2.0,0,0,0,0,0,0,0,0,1,0,0,0
21,900.0,3,2.0,0,0,0,0,0,0,0,0,1,0,0,0
22,430.556,1,1.0,0,0,0,0,0,0,0,0,1,0,0,0
23,900.0,2,2.0,0,0,0,0,0,0,0,0,1,0,0,0
24,914.9315,2,2.0,0,0,0,0,0,0,0,0,1,0,0,0
25,1100.0,3,3.0,0,0,0,0,0,0,0,0,1,0,0,0
26,800.0,3,2.0,0,0,0,0,0,0,0,0,1,0,0,0
27,500.0,1,1.0,0,0,0,0,0,0,0,0,1,0,0,0
28,28.0,2,2.0,0,0,0,0,0,0,0,0,1,0,0,0
29,2160.0,4,4.0,0,0,0,0,0,0,0,0,1,0,0,0
30,1500.0,1,2.556085918854415,0,0,0,0,0,0,1,0,0,0,0,0
31,800.0,2,2.0,0,0,0,0,0,0,1,0,0,0,0,0
32,900.0,2,2.0,0,0,0,0,0,0,1,0,0,0,0,0
33,1080.0,3,2.0,0,0,0,0,0,0,1,0,0,0,0,0
34,750.0,2,2.0,0,0,0,0,0,0,1,0,0,0,0,0
35,1450.0,3,3.0,0,0,0,0,0,0,1,0,0,0,0,0
36,900.0,2,2.0,0,0,0,0,0,0,1,0,0,0,0,0
37,810.0,2,2.0,0,0,0,0,0,0,1,0,0,0,0,0
38,1350.0,3,4.0,0,0,0,0,0,0,1,0,0,0,0,0
39,1710.0,3,3.0,0,0,0,0,0,0,1,0,0,0,0,0
40,1650.0,3,3.0,0,0,0,0,0,0,1,0,0,0,0,0
41,1280.0,2,2.0,0,0,0,0,0,0,1,0,0,0,0,0
42,1260.0,3,3.0,0,0,0,0,0,0,1,0,0,0,0,0
43,1130.0,2,2.0,0,0,0,0,0,0,1,0,0,0,0,0
44,600.0,2,2.0,0,0,0,0,0,0,1,0,0,0,0,0
45,850.0,2,2.0,0,0,0,0,0,0,1,0,0,0,0,0
46,1500.0,3,3.0,0,0,0,0,0,0,1,0,0,0,0,0
47,900.0,2,2.0,0,0,0,0,0,0,1,0,0,0,0,0
48,1000.0,3,3.0,0,0,0,0,0,0,1,0,0,0,0,0
49,900.0,2,2.0,0,0,0,0,0,0,1,0,0,0,0,0
50,2925.0,4,4.0,0,0,0,0,0,0,1,0,0,0,0,0
51,900.0,2,2.0,0,0,0,0,0,0,1,0,0,0,0,0
52,1600.0,3,3.0,0,0,0,0,0,0,1,0,0,0,0,0
53,1143.0,3,3.0,0,0,0,0,0,0,1,0,0,0,0,0
54,1150.0,3,3.0,0,0,0,0,0,0,1,0,0,0,0,0
55,1500.0,3,3.0,0,0,0,0,0,0,1,0,0,0,0,0
56,850.0,2,2.0,0,0,0,0,0,0,1,0,0,0,0,0
57,8000.0,4,5.0,0,0,0,0,0,0,1,0,0,0,0,0
58,890.0,2,2.0,0,0,0,0,0,0,1,0,0,0,0,0
59,1100.0,3,3.0,0,0,0,0,0,0,1,0,0,0,0,0
60,750.0,1,1.0,0,0,0,0,1,0,0,0,0,0,0,0
61,850.0,2,1.0,0,0,0,0,1,0,0,0,0,0,0,0
62,1350.0,3,2.0,0,0,0,0,1,0,0,0,0,0,0,0
63,1387.0,4,4.0,0,0,0,0,1,0,0,0,0,0,0,0
64,1050.0,3,2.0,0,0,0,0,1,0,0,0,0,0,0,0
65,1500.0,3,2.0,0,0,0,0,1,0,0,0,0,0,0,0
66,1200.0,3,3.0,0,0,0,0,1,0,0,0,0,0,0,0
67,700.0,2,1.0,0,0,0,0,1,0,0,0,0,0,0,0
68,1700.0,3,2.0,0,0,0,0,1,0,0,0,0,0,0,0
69,1550.0,3,2.0,0,0,0,0,1,0,0,0,0,0,0,0
70,1400.0,3,3.0,0,0,0,0,1,0,0,0,0,0,0,0
71,1900.0,4,4.0,0,0,0,0,1,0,0,0,0,0,0,0
72,2160.0,4,3.0,0,0,0,0,1,0,0,0,0,0,0,0
73,1700.0,4,3.0,0,0,0,0,1,0,0,0,0,0,0,0
74,1850.0,3,4.0,0,0,0,0,1,0,0,0,0,0,0,0
75,1800.0,4,2.0,0,0,0,0,1,0,0,0,0,0,0,0
76,1620.0,3,2.0,0,0,0,0,1,0,0,0,0,0,0,0
77,1800.0,4,3.0,0,0,0,0,1,0,0,0,0,0,0,0
78,1540.0,3,3.0,0,0,0,0,1,0,0,0,0,0,0,0
79,1600.0,3,3.0,0,0,0,0,1,0,0,0,0,0,0,0
80,1400.0,3,2.0,0,0,0,0,1,0,0,0,0,0,0,0
81,2300.0,4,4.0,0,0,0,0,1,0,0,0,0,0,0,0
82,1560.0,3,2.0,0,0,0,0,1,0,0,0,0,0,0,0
83,1500.0,3,3.0,0,0,0,0,1,0,0,0,0,0,0,0
84,1540.0,3,3.0,0,0,0,0,1,0,0,0,0,0,0,0
85,1050.0,2,2.0,0,0,0,0,1,0,0,0,0,0,0,0
86,1800.0,3,2.0,0,0,0,0,1,0,0,0,0,0,0,0
87,400.0,1,1.0,0,0,0,0,1,0,0,0,0,0,0,0
88,1150.0,3,2.0,0,0,0,0,1,0,0,0,0,0,0,0
89,1525.0,3,3.0,0,0,0,0,1,0,0,0,0,0,0,0
90,900.0,1,1.0,0,0,0,0,0,0,1,0,0,0,0,0
91,1450.0,3,3.0,0,0,0,0,0,0,1,0,0,0,0,0
92,1450.0,3,3.0,0,0,0,0,0,0,1,0,0,0,0,0
93,1260.0,3,3.0,0,0,0,0,0,0,1,0,0,0,0,0
94,2925.0,4,4.0,0,0,0,0,0,0,1,0,0,0,0,0
95,1710.0,3,3.0,0,0,0,0,0,0,1,0,0,0,0,0
96,1600.0,3,3.0,0,0,0,0,0,0,1,0,0,0,0,0
97,1500.0,3,3.0,0,0,0,0,0,0,1,0,0,0,0,0
98,2200.0,3,3.0,0,0,0,0,0,0,1,0,0,0,0,0
99,1350.0,3,3.0,0,0,0,0,0,0,1,0,0,0,0,0
100,1710.0,3,3.0,0,0,0,0,0,0,1,0,0,0,0,0
101,1350.0,3,3.0,0,0,0,0,0,0,1,0,0,0,0,0
102,1500.0,3,3.0,0,0,0,0,0,0,1,0,0,0,0,0
103,2880.0,4,5.0,0,0,0,0,0,0,1,0,0,0,0,0
104,2700.0,4,4.0,0,0,0,0,0,0,1,0,0,0,0,0
105,1400.0,3,3.0,0,0,0,0,0,0,1,0,0,0,0,0
106,1800.0,3,3.0,0,0,0,0,0,0,1,0,0,0,0,0
107,1400.0,3,3.0,0,0,0,0,0,0,1,0,0,0,0,0
108,1000.0,2,2.0,0,0,0,0,0,0,1,0,0,0,0,0
109,8000.0,4,5.0,0,0,0,0,0,0,1,0,0,0,0,0
110,1000.0,2,2.0,0,0,0,0,0,0,1,0,0,0,0,0
111,1700.0,3,3.0,0,0,0,0,0,0,1,0,0,0,0,0
112,1600.0,3,3.0,0,0,0,0,0,0,1,0,0,0,0,0
113,1350.0,3,3.0,0,0,0,0,0,0,1,0,0,0,0,0
114,1700.0,3,3.0,0,0,0,0,0,0,1,0,0,0,0,0
115,1400.0,3,3.0,0,0,0,0,0,0,1,0,0,0,0,0
116,1450.0,3,3.0,0,0,0,0,0,0,1,0,0,0,0,0
117,1350.0,3,3.0,0,0,0,0,0,0,1,0,0,0,0,0
118,1700.0,3,3.0,0,0,0,0,0,0,1,0,0,0,0,0
119,1600.0,3,3.0,0,0,0,0,0,0,1,0,0,0,0,0
120,1500.0,1,2.556085918854415,0,0,0,0,0,0,1,0,0,0,0,0
121,800.0,2,2.0,0,0,0,0,0,0,1,0,0,0,0,0
122,1710.0,3,3.0,0,0,0,0,0,0,1,0,0,0,0,0
123,1350.0,2,2.0,0,0,0,0,0,0,1,0,0,0,0,0
124,1500.0,3,3.0,0,0,0,0,0,0,1,0,0,0,0,0
125,750.0,2,2.0,0,0,0,0,0,0,1,0,0,0,0,0
126,850.0,2,2.0,0,0,0,0,0,0,1,0,0,0,0,0
127,1575.0,3,3.0,0,0,0,0,0,0,1,0,0,0,0,0
128,1675.0,3,3.0,0,0,0,0,0,0,1,0,0,0,0,0
129,1350.0,3,3.0,0,0,0,0,0,0,1,0,0,0,0,0
130,900.0,2,2.0,0,0,0,0,0,0,1,0,0,0,0,0
131,1800.0,3,3.0,0,0,0,0,0,0,1,0,0,0,0,0
132,900.0,2,2.0,0,0,0,0,0,0,1,0,0,0,0,0
133,900.0,2,2.0,0,0,0,0,0,0,1,0,0,0,0,0
134,900.0,2,2.0,0,0,0,0,0,0,1,0,0,0,0,0
135,800.0,2,2.0,0,0,0,0,0,0,1,0,0,0,0,0
136,1100.0,2,3.0,0,0,0,0,0,0,1,0,0,0,0,0
137,810.0,2,2.0,0,0,0,0,0,0,1,0,0,0,0,0
138,1500.0,3,3.0,0,0,0,0,0,0,1,0,0,0,0,0
139,900.0,2,2.0,0,0,0,0,0,0,1,0,0,0,0,0
140,825.0,2,2.0,0,0,0,0,0,0,1,0,0,0,0,0
141,900.0,2,2.0,0,0,0,0,0,0,1,0,0,0,0,0
142,875.0,2,2.0,0,0,0,0,0,0,1,0,0,0,0,0
143,1350.0,3,3.0,0,0,0,0,0,0,1,0,0,0,0,0
144,750.0,2,2.0,0,0,0,0,0,0,1,0,0,0,0,0
145,900.0,2,2.0,0,0,0,0,0,0,1,0,0,0,0,0
146,1350.0,3,3.0,0,0,0,0,0,0,1,0,0,0,0,0
147,900.0,2,2.0,0,0,0,0,0,0,1,0,0,0,0,0
148,1800.0,3,3.0,0,0,0,0,0,0,1,0,0,0,0,0
149,900.0,2,2.0,0,0,0,0,0,0,1,0,0,0,0,0
150,900.0,2,1.0,0,1,0,0,0,0,0,0,0,0,0,0
151,810.0,3,2.0,0,1,0,0,0,0,0,0,0,0,0,0
152,450.0,2,1.0,0,1,0,0,0,0,0,0,0,0,0,0
153,100.0,3,2.0,0,1,0,0,0,0,0,0,0,0,0,0
154,900.0,3,2.0,0,1,0,0,0,0,0,0,0,0,0,0
155,500.0,2,2.0,0,1,0,0,0,0,0,0,0,0,0,0
156,450.0,1,1.0,0,1,0,0,0,0,0,0,0,0,0,0
157,75.0,2,2.0,0,1,0,0,0,0,0,0,0,0,0,0
158,270.0,2,1.0,0,1,0,0,0,0,0,0,0,0,0,0
159,500.0,2,1.0,0,1,0,0,0,0,0,0,0,0,0,0
160,444.0,2,2.0,0,1,0,0,0,0,0,0,0,0,0,0
161,400.0,1,1.0,0,1,0,0,0,0,0,0,0,0,0,0
162,729.0,3,4.0,0,1,0,0,0,0,0,0,0,0,0,0
163,4050.0,6,3.0,0,1,0,0,0,0,0,0,0,0,0,0
164,2400.0,6,4.0,0,1,0,0,0,0,0,0,0,0,0,0
165,450.0,2,2.0,0,1,0,0,0,0,0,0,0,0,0,0
166,405.0,2,3.0,0,1,0,0,0,0,0,0,0,0,0,0
167,666.0,1,2.0,0,1,0,0,0,0,0,0,0,0,0,0
168,1000.0,2,2.0,0,0,0,0,0,0,0,0,1,0,0,0
169,1360.0,4,3.0,0,0,0,0,0,0,0,0,1,0,0,0
170,1550.0,4,3.0,0,0,0,0,0,0,0,0,1,0,0,0
171,850.0,3,2.0,0,0,0,0,0,0,0,0,1,0,0,0
172,2170.0,4,4.0,0,0,0,0,0,0,0,0,1,0,0,0
173,720.0,3,2.0,0,0,0,0,0,0,0,0,1,0,0,0
174,850.0,3,2.0,0,0,0,0,0,0,0,0,1,0,0,0
175,950.0,3,2.0,0,0,0,0,0,0,0,0,1,0,0,0
176,2300.0,4,4.0,0,0,0,0,0,0,0,0,1,0,0,0
177,1300.0,4,4.0,0,0,0,0,0,0,0,0,1,0,0,0
178,1100.0,3,2.0,0,0,0,0,0,0,0,0,1,0,0,0
179,1030.0,3,2.0,0,0,0,0,0,0,0,0,1,0,0,0
180,350.0,1,1.0,0,0,0,0,0,0,0,0,1,0,0,0
181,750.0,2,2.0,0,0,0,0,0,0,0,0,1,0,0,0
182,720.0,2,2.0,0,0,0,0,0,0,0,0,1,0,0,0
183,800.0,2,2.0,0,0,0,0,0,0,0,0,1,0,0,0
184,350.0,1,1.0,0,0,0,0,0,0,0,0,1,0,0,0
185,980.0,3,2.0,0,0,0,0,0,0,0,0,1,0,0,0
186,1600.0,4,3.0,0,0,0,0,0,0,0,0,1,0,0,0
187,1450.0,3,3.0,0,0,0,0,0,0,0,0,1,0,0,0
188,445.0,2,2.0,0,0,0,0,0,0,0,0,1,0,0,0
189,380.0,1,1.0,0,0,0,0,0,0,0,0,1,0,0,0
190,680.0,2,2.0,0,0,0,0,0,0,0,0,1,0,0,0
191,1600.0,3,3.0,0,0,0,0,0,0,0,0,1,0,0,0
192,630.0,2,2.0,0,0,0,0,0,0,0,0,1,0,0,0
193,1500.0,3,2.0,0,0,0,0,0,0,0,0,1,0,0,0
194,550.0,2,2.0,0,0,0,0,0,0,0,0,1,0,0,0
195,2500.0,4,3.0,0,0,0,0,0,0,0,0,1,0,0,0
196,2800.0,5,4.0,0,0,0,0,0,0,0,0,1,0,0,0
197,300.0,1,1.0,0,0,0,0,0,0,0,0,1,0,0,0
198,800.0,3,2.0,0,0,0,0,0,0,0,0,1,0,0,0
199,1295.0,3,2.0,0,0,0,0,0,0,0,0,1,0,0,0
200,700.0,3,2.0,0,0,0,0,0,0,0,0,1,0,0,0
201,350.0,1,1.0,0,0,0,0,0,0,0,0,1,0,0,0
202,450.0,2,2.0,0,0,0,0,0,0,0,0,1,0,0,0
203,2200.0,4,4.0,0,0,0,0,0,0,0,0,1,0,0,0
204,2300.0,4,4.0,0,0,0,0,0,0,0,0,1,0,0,0
205,1150.0,3,2.0,0,0,0,0,0,0,0,0,1,0,0,0
206,800.0,3,2.0,0,0,0,0,0,0,0,0,1,0,0,0
207,850.0,3,2.0,0,0,0,0,0,0,0,0,1,0,0,0
208,720.0,3,2.0,0,0,0,0,0,0,0,0,1,0,0,0
209,4688.0,5,4.0,0,0,0,0,0,0,0,0,1,0,0,0
210,750.0,2,2.0,0,0,0,0,0,0,0,0,1,0,0,0
211,3901.0,4,4.0,0,0,0,0,0,0,0,0,1,0,0,0
212,950.0,3,2.0,0,0,0,0,0,0,0,0,1,0,0,0
213,1000.0,3,2.0,0,0,0,0,0,0,0,0,1,0,0,0
214,850.0,2,1.0,0,0,0,0,0,0,0,0,1,0,0,0
215,2400.0,4,4.0,0,0,0,0,0,0,0,0,1,0,0,0
216,1350.0,3,2.0,0,0,0,0,0,0,0,0,1,0,0,0
217,540.0,2,2.0,0,0,0,0,0,0,0,0,1,0,0,0
218,1387.0,4,4.0,0,0,0,0,0,0,0,0,1,0,0,0
219,540.0,2,2.0,0,0,0,0,0,0,0,0,1,0,0,0
220,976.0,2,2.0,0,0,0,0,0,0,0,0,1,0,0,0
221,1050.0,3,2.0,0,0,0,0,0,0,0,0,1,0,0,0
222,2700.0,4,3.0,0,0,0,0,0,0,0,0,1,0,0,0
223,1500.0,3,2.0,0,0,0,0,0,0,0,0,1,0,0,0
224,2900.0,5,5.0,0,0,0,0,0,0,0,0,1,0,0,0
225,5025.0,5,6.0,0,0,0,0,0,0,0,0,1,0,0,0
226,1000.0,3,2.0,0,0,0,0,0,0,0,0,1,0,0,0
227,1135.0,3,3.0,0,0,0,0,0,0,0,0,1,0,0,0
228,2306.0,3,3.0,0,0,0,0,0,0,0,0,1,0,0,0
229,850.0,2,2.0,0,0,0,0,0,0,0,0,1,0,0,0
230,1200.0,3,3.0,0,0,0,0,0,0,0,0,1,0,0,0
231,1700.0,3,2.0,0,0,0,0,0,0,0,0,1,0,0,0
232,1800.0,4,3.0,0,0,0,0,0,0,0,0,1,0,0,0
233,1100.0,2,2.0,0,0,0,0,0,0,0,0,1,0,0,0
234,22050.0,4,4.0,0,0,0,0,0,0,0,0,1,0,0,0
235,1550.0,4,3.0,0,0,0,0,0,0,0,0,1,0,0,0
236,1600.0,3,3.0,0,0,0,0,0,0,0,0,1,0,0,0
237,700.0,2,2.0,0,0,0,0,0,0,0,0,1,0,0,0
238,45.0,4,3.0,0,0,0,0,0,0,0,0,1,0,0,0
239,3510.0,4,4.0,0,0,0,0,0,0,0,0,1,0,0,0
240,4500.0,4,4.0,0,0,0,0,0,0,0,0,1,0,0,0
241,1800.0,4,4.0,0,0,0,0,0,0,0,0,1,0,0,0
242,6000.0,5,5.0,0,0,0,0,0,0,0,0,1,0,0,0
243,4300.0,4,4.0,0,0,0,0,0,0,0,0,1,0,0,0
244,1700.0,3,3.0,0,0,0,0,0,0,0,0,1,0,0,0
245,2500.0,3,3.0,0,0,0,0,0,0,0,0,1,0,0,0
246,4500.0,4,4.0,0,0,0,0,0,0,0,0,1,0,0,0
247,2450.0,4,4.0,0,0,0,0,0,0,0,0,1,0,0,0
248,10350.0,4,7.0,0,0,0,0,0,0,0,0,1,0,0,0
249,4800.0,3,4.0,0,0,0,0,0,0,0,0,1,0,0,0
250,1600.0,3,3.0,0,0,0,0,0,0,0,0,1,0,0,0
251,3500.0,4,4.0,0,0,0,0,0,0,0,0,1,0,0,0
252,2100.0,4,5.0,0,0,0,0,0,0,0,0,1,0,0,0
253,4200.0,5,5.0,0,0,0,0,0,0,0,0,1,0,0,0
254,1500.0,3,3.0,0,0,0,0,0,0,0,0,1,0,0,0
255,8150.0,4,5.0,0,0,0,0,0,0,0,0,1,0,0,0
256,2200.0,4,4.0,0,0,0,0,0,0,0,0,1,0,0,0
257,3500.0,4,5.0,0,0,0,0,0,0,0,0,1,0,0,0
258,2070.0,3,3.0,0,0,0,0,0,0,0,0,1,0,0,0
259,3500.0,3,3.0,0,0,0,0,0,0,0,0,1,0,0,0
260,2000.0,4,4.0,0,0,0,0,0,0,0,0,1,0,0,0
261,2800.0,6,4.0,0,0,0,0,0,0,0,0,1,0,0,0
262,2550.0,4,4.0,0,0,0,0,0,0,0,0,1,0,0,0
263,4500.0,4,4.0,0,0,0,0,0,0,0,0,1,0,0,0
264,1400.0,3,3.0,0,0,0,0,0,0,0,0,1,0,0,0
265,2800.0,4,5.0,0,0,0,0,0,0,0,0,1,0,0,0
266,2700.0,4,4.0,0,0,0,0,0,0,0,0,1,0,0,0
267,4500.0,4,4.0,0,0,0,0,0,0,0,0,1,0,0,0
268,7200.0,4,4.0,0,0,0,0,0,0,0,0,1,0,0,0
269,2799.0,4,4.0,0,0,0,0,0,0,0,0,1,0,0,0
270,2650.0,4,4.0,0,0,0,0,0,1,0,0,0,0,0,0
271,2200.0,4,4.0,0,0,0,0,0,1,0,0,0,0,0,0
272,3500.0,5,5.0,0,0,0,0,0,1,0,0,0,0,0,0
273,2200.0,4,4.0,0,0,0,0,0,1,0,0,0,0,0,0
274,2200.0,4,4.0,0,0,0,0,0,1,0,0,0,0,0,0
275,3500.0,4,4.0,0,0,0,0,0,1,0,0,0,0,0,0
276,1440.0,3,3.0,0,0,0,0,0,1,0,0,0,0,0,0
277,3150.0,4,4.0,0,0,0,0,0,1,0,0,0,0,0,0
278,900.0,2,2.0,0,0,0,0,0,1,0,0,0,0,0,0
279,3690.0,4,5.0,0,0,0,0,0,1,0,0,0,0,0,0
280,1200.0,3,2.0,0,0,0,0,0,1,0,0,0,0,0,0
281,4500.0,4,4.0,0,0,0,0,0,1,0,0,0,0,0,0
282,2799.0,4,4.0,0,0,0,0,0,1,0,0,0,0,0,0
283,1350.0,3,3.0,0,0,0,0,0,1,0,0,0,0,0,0
284,1200.0,3,3.0,0,0,0,0,0,1,0,0,0,0,0,0
285,2177.0,4,5.0,0,0,0,0,0,1,0,0,0,0,0,0
286,1500.0,3,3.0,0,0,0,0,0,1,0,0,0,0,0,0
287,1600.0,3,3.0,0,0,0,0,0,1,0,0,0,0,0,0
288,4500.0,4,4.0,0,0,0,0,0,1,0,0,0,0,0,0
289,2150.0,4,4.0,0,0,0,0,0,1,0,0,0,0,0,0
290,2107.0,4,4.0,0,0,0,0,0,1,0,0,0,0,0,0
291,1150.0,3,3.0,0,0,0,0,0,1,0,0,0,0,0,0
292,1240.0,3,3.0,0,0,0,0,0,1,0,0,0,0,0,0
293,1000.0,2,2.0,0,0,0,0,0,1,0,0,0,0,0,0
294,4500.0,4,4.0,0,0,0,0,0,1,0,0,0,0,0,0
295,1150.0,3,3.0,0,0,0,0,0,1,0,0,0,0,0,0
296,2000.0,4,4.0,0,0,0,0,0,1,0,0,0,0,0,0
297,4500.0,4,5.0,0,0,0,0,0,1,0,0,0,0,0,0
298,3000.0,4,5.0,0,0,0,0,0,1,0,0,0,0,0,0
299,700.0,2,2.0,0,0,0,0,0,1,0,0,0,0,0,0
300,750.0,2,2.0,0,0,0,0,0,1,0,0,0,0,0,0
301,1350.0,4,3.0,0,0,0,0,0,1,0,0,0,0,0,0
302,900.0,2,2.0,0,0,0,0,0,1,0,0,0,0,0,0
303,970.0,3,2.0,0,0,0,0,0,1,0,0,0,0,0,0
304,1000.0,3,2.0,0,0,0,0,0,1,0,0,0,0,0,0
305,1425.0,3,3.0,0,0,0,0,0,1,0,0,0,0,0,0
306,440.0,2,2.0,0,0,0,0,0,1,0,0,0,0,0,0
307,1017.0,2,2.0,0,0,0,0,0,1,0,0,0,0,0,0
308,650.0,2,2.0,0,0,0,0,0,1,0,0,0,0,0,0
309,950.0,3,2.0,0,0,0,0,0,1,0,0,0,0,0,0
310,810.0,3,2.0,0,0,0,0,0,1,0,0,0,0,0,0
311,750.0,2,2.0,0,0,0,0,0,1,0,0,0,0,0,0
312,990.0,2,2.0,0,0,0,0,0,1,0,0,0,0,0,0
313,800.0,3,2.0,0,0,0,0,0,1,0,0,0,0,0,0
